DATE,PRICE,ADDRESS,AREAS,BEDROOMS,PARKING-SPACES,BATHROOMS,CONDOMÍNIO,IPTU,TIPO
2021-08-05 18:12:33.994134-03:00,R$ 4.200.000,"Residencial Alphaville Flamboyant, Goiânia",594 m²,5,4,7,,,casas-de-condominio
2021-08-05 18:12:33.994509-03:00,R$ 3.400.000,"Loteamento Alphaville Residencial , Goiânia",900 m²,5,6,8,R$ 980,R$ 3.000,casas-de-condominio
2021-08-05 18:12:33.994960-03:00,R$ 2.790.000,"Rua Ivaí, Alphaville Flamboyant Residencial Araguaia",370 m²,4,4,6,R$ 980,R$ 3.200,casas-de-condominio
2021-08-05 18:12:33.995369-03:00,R$ 5.200.000,"Rua Serranópolis, Residencial Alphaville Flamboyant",600 m²,5,6,7,R$ 1.200,,casas-de-condominio
2021-08-05 18:12:33.995751-03:00,R$ 4.500.000,"Residencial Alphaville Flamboyant, Goiânia",580 m²,5,4,4,,,casas-de-condominio
2021-08-05 18:12:33.996115-03:00,R$ 1.590.000,"Rodovia GO-020, Fazenda Vau das Pombas",215 m²,4,,6,R$ 560,,casas-de-condominio
2021-08-05 18:12:33.996478-03:00,R$ 3.850.000,"Jardins Munique, Goiânia",507 m²,4,,5,,,casas-de-condominio
2021-08-05 18:12:33.996795-03:00,R$ 3.250.000,"Rua Pau Brasil, Residencial Alphaville Flamboyant",380 m²,4,4,8,R$ 1.250,R$ 1.100,casas-de-condominio
2021-08-05 18:12:33.997218-03:00,R$ 3.500.000,"Avenida B1, Jardins Paris",324 m²,4,6,5,,,casas-de-condominio
2021-08-05 18:12:33.997551-03:00,R$ 4.200.000,"Rua B10, Jardins Paris",657 m²,5,5,7,,,casas-de-condominio
2021-08-05 18:12:33.998075-03:00,R$ 2.999.000,"Jardins Valencia, Goiânia",360 m²,5,4,6,R$ 750,,casas-de-condominio
2021-08-05 18:12:33.998497-03:00,R$ 4.500.000,"Rua Amaralina, Residencial Alphaville Flamboyant",550 m²,4,8,6,,,casas-de-condominio
2021-08-05 18:12:33.998819-03:00,R$ 4.000.000,"Alameda das Acácias, Residencial Aldeia do Vale",525 m²,6,4,8,,,casas-de-condominio
2021-08-05 18:12:33.999162-03:00,R$ 1.890.000,"Rua A7, Jardins Atenas",306 m²,4,,5,,,casas-de-condominio
2021-08-05 18:12:33.999482-03:00,R$ 3.000.000,"Alameda das Sibipirunas, Aldeia do Vale",601 m²,5,5,8,,,casas-de-condominio
2021-08-05 18:12:33.999834-03:00,R$ 3.300.000,"Avenida Planície, Residencial Dos Ipes",473 m²,4,4,6,,,casas-de-condominio
2021-08-05 18:12:34.000185-03:00,R$ 1.900.000,"Rua dos Eucaliptos, Jardins Valencia",275 m²,4,2,4,,,casas-de-condominio
2021-08-05 18:12:34.000549-03:00,R$ 2.900.000,"Alphaville Flamboyant Residencial Araguaia, Goiânia",345 m²,3,,5,R$ 900,,casas-de-condominio
2021-08-05 18:12:34.000921-03:00,R$ 2.700.000,"Rua Aspília, Alphaville Ipe",338 m²,4,4,4,,,casas-de-condominio
2021-08-05 18:12:34.001931-03:00,R$ 2.650.000,"Rua Rio Novo, Alphaville Flamboyant Residencial Araguaia",435 m²,5,4,7,R$ 1.190,,casas-de-condominio
2021-08-05 18:12:34.002763-03:00,R$ 1.300.000,"Avenida dos Ipês, Jardins Lisboa",202 m²,3,2,1,R$ 650,R$ 1.200,casas-de-condominio
2021-08-05 18:12:34.003557-03:00,R$ 5.000.000,"Rua das Alpineas, Jardins Munique",500 m²,4,5,7,,,casas-de-condominio
2021-08-05 18:12:34.003974-03:00,R$ 2.000.000,"Avenida Diógenes Dolival Sampaio, Jardins Valencia",315 m²,4,2,5,,,casas-de-condominio
2021-08-05 18:12:34.004342-03:00,R$ 3.500.000,"Rua Morrinhos, Residencial Alphaville Flamboyant",389 m²,4,4,5,R$ 1.200,,casas-de-condominio
2021-08-05 18:12:34.004778-03:00,R$ 4.500.000,"Jardins Munique, Goiânia",500 m²,5,4,5,,,casas-de-condominio
2021-08-05 18:12:34.005124-03:00,R$ 3.100.000,"Rua Rio Novo, Alphaville Flamboyant Residencial Araguaia",391 m²,3,,4,,,casas-de-condominio
2021-08-05 18:12:34.005522-03:00,R$ 2.200.000,"Rua A10, Jardins Atenas",400 m²,4,6,5,R$ 560,R$ 195,casas-de-condominio
2021-08-05 18:12:34.005965-03:00,R$ 3.300.000,"Rua Marmelinho, Residencial Alphaville Flamboyant",472 m²,4,4,8,R$ 1.226,R$ 3.743,casas-de-condominio
2021-08-05 18:12:34.006425-03:00,R$ 2.200.000,"Residencial Aldeia do Vale, Goiânia",459 m²,4,4,5,,,casas-de-condominio
2021-08-05 18:12:34.006815-03:00,R$ 2.500.000,"Avenida Floresta, Residencial Aldeia do Vale",450 m²,4,8,8,R$ 1.300,R$ 300,casas-de-condominio
2021-08-05 18:12:34.007249-03:00,R$ 3.200.000,"Alphaville Flamboyant Residencial Araguaia, Goiânia",550 m²,4,6,6,,,casas-de-condominio
2021-08-05 18:12:34.007593-03:00,R$ 1.990.000,"Alameda Florença, Residencial Granville",405 m²,3,4,4,R$ 760,R$ 260,casas-de-condominio
2021-08-05 18:12:34.008040-03:00,R$ 2.790.000,"Residencial Aldeia do Vale, Goiânia",355 m²,4,4,7,,,casas-de-condominio
2021-08-05 18:12:34.008378-03:00,R$ 2.500.000,"Avenida Geraldo Rodrigues, Jardins Verona",326 m²,4,4,6,,,casas-de-condominio
2021-08-05 18:12:34.008762-03:00,R$ 1.900.000,"Rodovia GO-020, Fazenda Vau das Pombas",300 m²,4,4,6,R$ 600,R$ 1.700,casas-de-condominio
2021-08-05 18:12:34.009196-03:00,R$ 3.900.000,"Rua A10, Jardins Atenas",550 m²,4,,6,,,casas-de-condominio
2021-08-05 18:12:34.009555-03:00,R$ 3.300.000,"Alameda dos Jatobás, Jardim Florença",410 m²,4,4,6,R$ 1.450,,casas-de-condominio
2021-08-05 18:12:34.009939-03:00,R$ 2.300.000,"Condomínio do Lago, Goiânia",400 m²,4,4,4,,,casas-de-condominio
2021-08-05 18:12:34.010292-03:00,R$ 2.700.000,"Residencial Alphaville Flamboyant, Goiânia",360 m²,3,4,4,R$ 1.450,,casas-de-condominio
2021-08-05 18:12:34.010689-03:00,R$ 1.900.000,"Vila Novo Horizonte, Goiânia",355 m²,5,,6,,,casas-de-condominio
2021-08-05 18:12:34.011014-03:00,R$ 2.800.000,"Rua das Mussaendas, Jardins Verona",323 m²,4,,5,,,casas-de-condominio
2021-08-05 18:12:34.011334-03:00,R$ 3.500.000,"Rua Amaralina, ALPHAVILLE GOIAS",566 m²,6,4,6,,,casas-de-condominio
2021-08-05 18:12:34.011727-03:00,R$ 3.400.000,"Residencial Alphaville Flamboyant, Goiânia",500 m²,5,1,7,R$ 900,,casas-de-condominio
2021-08-05 18:12:34.012121-03:00,R$ 1.500.000,"Rua Lago 14, Chácaras Maringá",228 m²,4,3,4,,,casas-de-condominio
2021-08-05 18:12:34.012477-03:00,R$ 4.000.000,"Avenida Diógenes Dolival Sampaio, Jardins Paris",469 m²,4,4,7,,,casas-de-condominio
2021-08-05 18:12:34.012822-03:00,R$ 4.500.000,"Residencial Alphaville, Goiânia",480 m²,4,4,7,,,casas-de-condominio
2021-08-05 18:12:34.013143-03:00,R$ 2.000.000,"Rua Madri 1, Jardins Madri",295 m²,3,3,5,R$ 1.350,R$ 3.400,casas-de-condominio
2021-08-05 18:12:34.013582-03:00,R$ 1.980.000,"Residencial Aldeia do Vale, Goiânia",413 m²,4,4,5,R$ 1.500,,casas-de-condominio
2021-08-05 18:12:34.013963-03:00,R$ 3.200.000,"Avenida Contorno dos Ipês, Residencial Goiânia Golfe Clube",590 m²,5,4,6,R$ 470,,casas-de-condominio
2021-08-05 18:12:34.014336-03:00,R$ 2.450.000,"Rua Ivaí, Alphaville Araguaia",425 m²,4,,5,,,casas-de-condominio
2021-08-05 18:12:34.014664-03:00,R$ 5.500.000,"ALPHAVILLE CRUZEIRO DO SUL, Goiânia",409 m²,4,6,5,R$ 1.500,,casas-de-condominio
2021-08-05 18:12:34.015679-03:00,R$ 4.590.000,"Jardins Munique, Goiânia",505 m²,4,,5,,R$ 409,casas-de-condominio
2021-08-05 18:12:34.016073-03:00,R$ 7.400.000,"Rua Lupus, ALPHAVILLE CRUZEIRO DO SUL",742 m²,4,4,7,R$ 1.700,,casas-de-condominio
2021-08-05 18:12:34.016468-03:00,R$ 2.980.000,"Rua Goiatuba, Residencial Alphaville Flamboyant",298 m²,4,2,7,,,casas-de-condominio
2021-08-05 18:12:34.017022-03:00,R$ 2.190.000,"Rua Veneto, Jardins Verona",319 m²,3,,3,,,casas-de-condominio
2021-08-05 18:12:34.017506-03:00,R$ 2.790.000,"Rua Veneto, Jardins Verona",578 m²,3,,3,,,casas-de-condominio
2021-08-05 18:12:34.017922-03:00,R$ 3.300.000,"Rua Pau Ferro, Alphaville Ipês",478 m²,4,2,7,R$ 1.350,,casas-de-condominio
2021-08-05 18:12:34.018348-03:00,R$ 2.200.000,"Rua Madri 20, Jardins Madri",290 m²,4,4,6,R$ 500,R$ 1.000,casas-de-condominio
2021-08-05 18:12:34.018840-03:00,R$ 2.500.000,"Jardins Lisboa, Goiânia",410 m²,4,8,6,R$ 1.141,,casas-de-condominio
2021-08-05 18:12:34.019276-03:00,R$ 3.300.000,"Avenida Deputado Jamel Cecílio, Residencial Alphaville",276 m²,4,4,1,,,casas-de-condominio
2021-08-05 18:12:34.019655-03:00,R$ 2.700.000,"Loteamento Portal do Sol II, Goiânia",487 m²,4,6,6,,,casas-de-condominio
2021-08-05 18:12:34.020026-03:00,R$ 2.300.000,"Rua das Aroeiras, Jardins Valencia",300 m²,4,4,6,,,casas-de-condominio
2021-08-05 18:12:34.020390-03:00,R$ 4.500.000,"Rua Aurilândia, Residencial Alphaville",350 m²,4,4,5,,,casas-de-condominio
2021-08-05 18:12:34.020742-03:00,R$ 3.000.000,"Alphaville Flamboyant Residencial Araguaia, Goiânia",309 m²,4,2,6,R$ 1.200,,casas-de-condominio
2021-08-05 18:12:34.021160-03:00,R$ 2.800.000,"Jardim Florença, Goiânia",460 m²,4,6,6,R$ 1.500,R$ 3.800,casas-de-condominio
2021-08-05 18:12:34.021621-03:00,R$ 3.850.000,"Jardins Munique, Goiânia",550 m²,5,4,5,R$ 900,,casas-de-condominio
2021-08-05 18:12:34.022010-03:00,R$ 5.500.000,"Residencial Alphaville Flamboyant, Goiânia",409 m²,4,4,6,,,casas-de-condominio
2021-08-05 18:12:34.022374-03:00,R$ 2.700.000,"Avenida Floresta, Residencial Aldeia do Vale",450 m²,4,6,5,R$ 1.600,R$ 3.500,casas-de-condominio
2021-08-05 18:12:34.022819-03:00,R$ 2.899.996,"Loteamento Alphaville Residencial , Goiânia",450 m²,4,4,5,R$ 1,R$ 1,casas-de-condominio
2021-08-05 18:12:34.023232-03:00,R$ 2.600.000,"Avenida dos Jardins, Jardins Verona",350 m²,4,4,6,R$ 950,R$ 1.800,casas-de-condominio
2021-08-05 18:12:34.023671-03:00,R$ 5.000.000,"Rua A19, Jardins Atenas",550 m²,4,4,6,R$ 1.500,R$ 3.500,casas-de-condominio
2021-08-05 18:12:34.024079-03:00,R$ 1.870.000,"Residencial Goiânia Golfe Clube, Goiânia",430 m²,5,4,8,,,casas-de-condominio
2021-08-05 18:12:34.024451-03:00,R$ 2.800.000,"Rua Paranaiguara, ALPHAVILLE GOIAS",450 m²,4,4,6,,,casas-de-condominio
2021-08-05 18:12:34.024810-03:00,R$ 1.680.000,"Jardins Atenas, Goiânia",320 m²,4,2,6,R$ 700,,casas-de-condominio
2021-08-05 18:12:34.025192-03:00,R$ 2.200.000,"Rua GV17, Residencial Granville",444 m²,4,6,8,,,casas-de-condominio
2021-08-05 18:12:34.025814-03:00,R$ 1.950.000,"Avenida Diógenes Dolival Sampaio, Jardins Atenas",434 m²,5,,6,R$ 620,,casas-de-condominio
2021-08-05 18:12:34.026289-03:00,R$ 4.000.000,"Jardins Milão, Goiânia",533 m²,4,6,4,,,casas-de-condominio
2021-08-05 18:12:34.026732-03:00,R$ 2.980.000,"Avenida Alphaville Flamboyant, Residencial Alphaville Flamboyant",300 m²,4,4,6,,,casas-de-condominio
2021-08-05 18:12:34.027145-03:00,R$ 4.500.000,"Rua Aspília, ALPHAVILLE CRUZEIRO DO SUL",436 m²,5,6,6,,,casas-de-condominio
2021-08-05 18:12:34.027545-03:00,R$ 3.150.000,"Jardins Paris, Goiânia",336 m²,4,4,6,R$ 1.400,R$ 3.000,casas-de-condominio
2021-08-05 18:12:34.028020-03:00,R$ 2.750.000,"Alameda dos Bálsamos, Jardins Verona",420 m²,4,6,8,R$ 675,,casas-de-condominio
2021-08-05 18:12:34.028453-03:00,R$ 3.300.000,"Rua Alpha15, Loteamento Alphaville Residencial",314 m²,4,3,6,,,casas-de-condominio
2021-08-05 18:12:34.028782-03:00,R$ 2.600.000,"Alameda das Mangubas, Residencial Aldeia do Vale",377 m²,4,4,5,R$ 1.350,R$ 3.350,casas-de-condominio
2021-08-05 18:12:34.029243-03:00,R$ 3.900.000,"Alameda das Sibipirunas, Residencial Aldeia do Vale",577 m²,5,6,8,R$ 1.600,,casas-de-condominio
2021-08-05 18:12:34.029641-03:00,R$ 1.780.000,"Rua A13, Jardins Atenas",315 m²,5,4,6,R$ 10,R$ 10,casas-de-condominio
2021-08-05 18:12:34.030063-03:00,R$ 3.550.000,"Rua das Alpineas, Jardins Munique",380 m²,4,6,5,,,casas-de-condominio
2021-08-05 18:12:34.030425-03:00,R$ 3.550.000,"Jardins Munique, Goiânia",380 m²,4,6,6,R$ 1.200,,casas-de-condominio
2021-08-05 18:12:34.030800-03:00,R$ 3.500.000,"Avenida Floresta, Residencial Aldeia do Vale",400 m²,4,3,5,R$ 1,R$ 1,casas-de-condominio
2021-08-05 18:12:34.031219-03:00,R$ 5.300.000,"Residencial Alphaville Flamboyant, Goiânia",550 m²,5,6,7,R$ 950,,casas-de-condominio
2021-08-05 18:12:34.031611-03:00,R$ 3.600.000,"Residencial Alphaville Flamboyant, Goiânia",517 m²,4,,4,,,casas-de-condominio
2021-08-05 18:12:34.031953-03:00,R$ 5.750.000,"Avenida Floresta, Residencial Aldeia do Vale",840 m²,4,6,4,R$ 2.800,R$ 350,casas-de-condominio
2021-08-05 18:12:34.032375-03:00,R$ 3.600.000,"Rua das Dálias, Jardins Milão",520 m²,4,6,7,,,casas-de-condominio
2021-08-05 18:12:34.032714-03:00,R$ 3.500.000,"Residencial Aldeia do Vale, Goiânia",1579 m²,4,10,6,R$ 1.500,R$ 2.800,casas-de-condominio
2021-08-05 18:12:34.033131-03:00,R$ 4.350.000,"Residencial Alphaville, Goiânia",400 m²,5,3,6,,,casas-de-condominio
2021-08-05 18:12:34.033471-03:00,R$ 5.500.000,"Rua Madri 2, Jardins Madri",1200 m²,5,6,5,,,casas-de-condominio
2021-08-05 18:12:34.033790-03:00,R$ 1.900.000,"Rua Jardins Florença, Residencial Balneario",360 m²,5,4,6,R$ 850,,casas-de-condominio
2021-08-05 18:12:34.034289-03:00,R$ 7.490.000,"Residencial Aldeia do Vale, Goiânia",700 m²,5,3,8,,,casas-de-condominio
2021-08-05 18:12:34.034647-03:00,R$ 5.000.000,"Rua Aspília, ALPHAVILLE CRUZEIRO DO SUL",450 m²,4,4,5,,,casas-de-condominio
2021-08-05 18:12:34.034976-03:00,R$ 4.400.000,"ALPHAVILLE CRUZEIRO DO SUL, Goiânia",480 m²,4,4,5,,,casas-de-condominio
2021-08-05 18:12:34.035300-03:00,R$ 2.750.000,"Jardins Verona, Goiânia",380 m²,5,4,5,,,casas-de-condominio
2021-08-05 18:12:34.035661-03:00,R$ 5.000.000,"Alphaville Flamboyant Residencial Araguaia, Goiânia",486 m²,5,4,7,,,casas-de-condominio
2021-08-05 18:12:34.036017-03:00,R$ 4.200.000,"Avenida Diógenes Dolival Sampaio, Jardins Munique",440 m²,5,,7,,,casas-de-condominio
2021-08-05 18:12:34.036340-03:00,R$ 4.200.000,"Residencial Alphaville Flamboyant, Goiânia",455 m²,4,4,1,,,casas-de-condominio
2021-08-05 18:12:34.036669-03:00,R$ 4.200.000,"ALPHAVILLE GOIAS , Goiânia",1335 m²,6,8,8,R$ 1,R$ 1,casas-de-condominio
2021-08-05 18:12:34.037084-03:00,R$ 2.500.000,"Avenida Floresta, Residencial Aldeia do Vale",450 m²,4,6,7,R$ 1.450,R$ 3.000,casas-de-condominio
2021-08-05 18:12:34.037504-03:00,R$ 2.200.000,"Santa Genoveva, Goiânia",400 m²,5,4,1,,,casas-de-condominio
2021-08-05 18:12:34.037825-03:00,R$ 4.000.000,"Rua Rio Novo, Alphaville Flamboyant Residencial Araguaia",626 m²,4,7,8,,,casas-de-condominio
2021-08-05 18:12:34.038167-03:00,R$ 1.850.000,"Rua dos Eucaliptos, Jardins Valencia",315 m²,4,2,4,,,casas-de-condominio
2021-08-05 18:12:34.038516-03:00,R$ 7.800.000,"Rua Sírius, Condominio Alphaville Cruzeiro do Sul",738 m²,7,8,7,R$ 1.600,R$ 500,casas-de-condominio
2021-08-05 18:12:34.038931-03:00,R$ 4.990.000,"Alphaville Flamboyant Residencial Araguaia, Goiânia",450 m²,4,4,6,,,casas-de-condominio
2021-08-05 18:12:34.039297-03:00,R$ 3.000.000,"Residencial Aldeia do Vale, Goiânia",400 m²,4,2,5,R$ 1.300,,casas-de-condominio
2021-08-05 18:12:34.039703-03:00,R$ 5.000.000,"Rua SC 46, Jardins Atenas",550 m²,4,6,6,,,casas-de-condominio
2021-08-05 18:12:34.040049-03:00,R$ 3.600.000,"Avenida Diógenes Dolival Sampaio, Jardins Milão",450 m²,4,2,6,R$ 700,,casas-de-condominio
2021-08-05 18:12:34.040444-03:00,R$ 2.800.000,"Rua GGC25, PORTAL DO SOL GREEN",380 m²,4,,4,,,casas-de-condominio
2021-08-05 18:12:34.040764-03:00,R$ 3.150.000,"Rua das Hortênsias, Jardins Milão",324 m²,4,6,5,,,casas-de-condominio
2021-08-05 18:12:34.041095-03:00,R$ 1.990.000,"Residencial Granville, Goiânia",380 m²,4,5,6,R$ 850,R$ 205,casas-de-condominio
2021-08-05 18:12:34.041514-03:00,R$ 1.890.000,"Residencial Aldeia do Vale, Goiânia",413 m²,6,4,6,R$ 1.200,,casas-de-condominio
2021-08-05 18:12:34.041929-03:00,R$ 3.450.000,"Residencial Aldeia do Vale, Goiânia",580 m²,4,6,6,,,casas-de-condominio
2021-08-05 18:12:34.042413-03:00,R$ 4.500.000,"Residencial Aldeia do Vale, Goiânia",900 m²,5,15,10,,,casas-de-condominio
2021-08-05 18:12:34.042751-03:00,R$ 3.250.000,"Rua Sírius, ALPHAVILLE GOIAS",420 m²,4,4,6,,,casas-de-condominio
2021-08-05 18:12:34.043086-03:00,R$ 4.990.000,"Rua Pau Brasil, Residencial Alphaville Flamboyant",412 m²,4,6,7,,,casas-de-condominio
2021-08-05 18:12:34.043416-03:00,R$ 5.200.000,"Residencial Alphaville, Goiânia",576 m²,4,6,6,R$ 1.500,,casas-de-condominio
2021-08-05 18:12:34.043823-03:00,R$ 2.300.000,"Rua GV9, Residencial Granville",400 m²,4,4,6,R$ 800,,casas-de-condominio
2021-08-05 18:12:34.044212-03:00,R$ 5.700.000,"Rua Aquidauana, Alphaville Flamboyant Residencial Araguaia",712 m²,5,,7,,,casas-de-condominio
2021-08-05 18:12:34.044539-03:00,R$ 2.800.000,"Avenida Diógenes Dolival Sampaio, Jardins Atenas",323 m²,4,6,6,,,casas-de-condominio
2021-08-05 18:12:34.044859-03:00,R$ 2.500.000,"Jardins Lisboa, Goiânia",655 m²,4,3,6,R$ 780,R$ 1.900,casas-de-condominio
2021-08-05 18:12:34.045269-03:00,R$ 3.150.000,"Avenida Diógenes Dolival Sampaio, Jardins Paris",336 m²,4,4,6,,,casas-de-condominio
2021-08-05 18:12:34.045602-03:00,R$ 1.980.000,"Residencial Aldeia do Vale, Goiânia",413 m²,4,6,6,R$ 1.500,,casas-de-condominio
2021-08-05 18:12:34.046272-03:00,R$ 4.400.000,"Residencial Alphaville Flamboyant, Goiânia",661 m²,4,4,6,R$ 1.640,R$ 2.950,casas-de-condominio
2021-08-05 18:12:34.046810-03:00,R$ 3.500.000,"Avenida Floresta, Residencial Aldeia do Vale",350 m²,4,4,6,R$ 1.450,,casas-de-condominio
2021-08-05 18:12:34.047234-03:00,R$ 2.250.000,"Rodovia GO-020, Fazenda Vau das Pombas",377 m²,4,2,4,,,casas-de-condominio
2021-08-05 18:12:34.047670-03:00,R$ 5.170.000,"Residencial Alphaville Flamboyant, Goiânia",517 m²,4,3,5,,,casas-de-condominio
2021-08-05 18:12:34.048058-03:00,R$ 4.900.000,"Rua Guaraíta, Alphaville Flamboyant",700 m²,7,4,7,,,casas-de-condominio
2021-08-05 18:12:34.048397-03:00,R$ 2.990.000,"Avenida Alphaville Flamboyant, Condominio Alphaville",330 m²,4,4,6,R$ 1.500,R$ 2.000,casas-de-condominio
2021-08-05 18:12:34.048879-03:00,R$ 3.200.000,"Jardins Paris, Goiânia",555 m²,4,4,5,,,casas-de-condominio
2021-08-05 18:12:34.049248-03:00,R$ 3.500.000,"Jardins Verona, Goiânia",355 m²,4,4,6,R$ 800,,casas-de-condominio
2021-08-05 18:12:34.049677-03:00,R$ 800.000,"Alameda Juazeiro do Norte, Parque Amazônia",160 m²,4,2,4,,,casas-de-condominio
2021-08-05 18:12:34.050061-03:00,R$ 4.000.000,"Rua Rio Novo, Alphaville Flamboyant Residencial Araguaia",445 m²,5,3,6,R$ 900,,casas-de-condominio
2021-08-05 18:12:34.050458-03:00,R$ 4.300.000,"Rua Acapu, Residencial Alphaville Flamboyant",680 m²,5,6,7,,,casas-de-condominio
2021-08-05 18:12:34.050809-03:00,R$ 4.590.000,"Rua das Alpineas, Jardins Munique",510 m²,4,3,8,,,casas-de-condominio
2021-08-05 18:12:34.051152-03:00,R$ 1.890.000,"Rua GV 3, Loteamento Goiania Viva",350 m²,4,6,6,,,casas-de-condominio
2021-08-05 18:12:34.051494-03:00,R$ 4.900.000,"Rua A19, Jardins Atenas",550 m²,4,6,8,,,casas-de-condominio
2021-08-05 18:12:34.051840-03:00,R$ 4.500.000,"Rua Sírius, Residencial Alphaville Flamboyant",350 m²,4,4,4,R$ 1.500,,casas-de-condominio
2021-08-05 18:12:34.052472-03:00,R$ 5.000.000,"Alphaville Flamboyant Residencial Araguaia, Goiânia",575 m²,7,6,6,,,casas-de-condominio
2021-08-05 18:12:34.052871-03:00,R$ 2.800.000,"Rua Araçu, Residencial Alphaville Flamboyant",583 m²,4,,6,,,casas-de-condominio
2021-08-05 18:12:34.053190-03:00,R$ 3.600.000,"Jardins Milão, Goiânia",520 m²,5,6,4,R$ 1.000,,casas-de-condominio
2021-08-05 18:12:34.053714-03:00,R$ 4.300.000,"Residencial Alphaville Flamboyant, Goiânia",452 m²,3,4,3,,,casas-de-condominio
2021-08-05 18:12:34.054137-03:00,R$ 2.750.000,"Avenida Floresta, Residencial Aldeia do Vale",550 m²,5,8,9,R$ 1.650,R$ 320,casas-de-condominio
2021-08-05 18:12:34.054617-03:00,R$ 2.999.000,"Jardins Valencia, Goiânia",360 m²,5,4,6,R$ 750,,casas-de-condominio
2021-08-05 18:12:34.055043-03:00,R$ 3.150.000,"Rua B17, Jardins Paris",336 m²,4,6,6,R$ 1.280,,casas-de-condominio
2021-08-05 18:12:34.055442-03:00,R$ 7.800.000,"Rua Sírius, ALPHAVILLE CRUZEIRO DO SUL",738 m²,7,8,7,R$ 1.600,R$ 500,casas-de-condominio
2021-08-05 18:12:34.055867-03:00,R$ 2.700.000,"Jardins Paris, Goiânia",334 m²,4,5,6,R$ 1.130,,casas-de-condominio
2021-08-05 18:12:34.056264-03:00,R$ 3.800.000,"Avenida dos Jardins, Jardins Verona",398 m²,4,3,6,,,casas-de-condominio
2021-08-05 18:12:34.056646-03:00,R$ 2.500.000,"Alameda das Acácias, Condominio Aldeia do Vale",320 m²,4,6,5,R$ 750,,casas-de-condominio
2021-08-05 18:12:34.057046-03:00,R$ 2.200.000,"Rua das Embaúbas, Condominio Jardins Valência",300 m²,4,,7,,,casas-de-condominio
2021-08-05 18:12:34.057367-03:00,R$ 3.300.000,"Rua Acapu, Alphaville Ipês",459 m²,4,4,7,R$ 1.300,,casas-de-condominio
2021-08-05 18:12:34.057776-03:00,R$ 2.790.000,"Alphaville Flamboyant Residencial Araguaia, Goiânia",469 m²,4,5,7,R$ 1.000,,casas-de-condominio
2021-08-05 18:12:34.058179-03:00,R$ 2.900.000,"Residencial Alphaville Flamboyant, Goiânia",629 m²,4,6,6,,,casas-de-condominio
2021-08-05 18:12:34.058519-03:00,R$ 5.200.000,"Rua Guaraíta, Residencial Alphaville Flamboyant",476 m²,4,,3,R$ 1.850,,casas-de-condominio
2021-08-05 18:12:34.058879-03:00,R$ 4.150.000,"Jardins Verona, Goiânia",459 m²,4,6,6,R$ 1.500,,casas-de-condominio
2021-08-05 18:12:34.059233-03:00,R$ 1.890.000,"Alameda Contorno Sul, Loteamento Portal do Sol II",400 m²,4,2,7,,,casas-de-condominio
2021-08-05 18:12:34.059598-03:00,R$ 4.100.000,"Rua Canoas, Alphaville Flamboyant Residencial Araguaia",556 m²,4,4,6,,,casas-de-condominio
2021-08-05 18:12:34.059977-03:00,R$ 3.000.000,"Rua Mamoré, Alphaville Flamboyant Residencial Araguaia",430 m²,4,4,5,R$ 1.000,R$ 1.300,casas-de-condominio
2021-08-05 18:12:34.060438-03:00,R$ 3.500.000,"Avenida Diógenes Dolival Sampaio, Jardins Milão",410 m²,4,6,6,R$ 1.000,,casas-de-condominio
2021-08-05 18:12:34.060855-03:00,R$ 2.000.000,"Setor Bueno, Goiânia",712 m²,4,3,3,,,casas-de-condominio
2021-08-05 18:12:34.061193-03:00,R$ 6.800.000,"Rua Mamoré, Alphaville Flamboyant Residencial Araguaia",650 m²,4,,7,R$ 1.800,,casas-de-condominio
2021-08-05 18:12:34.061580-03:00,R$ 5.750.000,"Residencial Alphaville Flamboyant, Goiânia",650 m²,5,,7,,,casas-de-condominio
2021-08-05 18:12:34.061902-03:00,R$ 4.300.000,"Rua Corina, Residencial Alphaville Flamboyant",437 m²,4,3,7,,,casas-de-condominio
2021-08-05 18:12:34.062220-03:00,R$ 4.000.000,"Rua das Azaléias, Jardins Milão",330 m²,4,6,6,R$ 1.200,R$ 3.263,casas-de-condominio
2021-08-05 18:12:34.062646-03:00,R$ 2.200.000,"Residencial Aldeia do Vale, Goiânia",478 m²,4,6,5,,,casas-de-condominio
2021-08-05 18:12:34.063015-03:00,R$ 1.500.000,"Rua Lago 6, Condomínio do Lago",236 m²,3,2,5,,,casas-de-condominio
2021-08-05 18:12:34.063331-03:00,R$ 4.900.000,"Alphaville Ipe, Goiânia",450 m²,4,4,6,,,casas-de-condominio
2021-08-05 18:12:34.063673-03:00,R$ 4.500.000,"Rua das Tulipas, Jardins Milão",601 m²,4,6,6,,,casas-de-condominio
2021-08-05 18:12:34.064264-03:00,R$ 2.690.000,"Residencial Aldeia do Vale, Goiânia",410 m²,5,2,7,R$ 1.400,,casas-de-condominio
2021-08-05 18:12:34.064788-03:00,R$ 8.990.000,"Rua das Quaresmeiras, Condominio Aldeia do Vale",742 m²,4,12,6,R$ 3.000,R$ 3.000,casas-de-condominio
2021-08-05 18:12:34.065612-03:00,R$ 7.800.000,"Rua Tebe, Residencial Alphaville Flamboyant",738 m²,4,7,6,R$ 1.610,,casas-de-condominio
2021-08-05 18:12:34.066261-03:00,R$ 4.900.000,"Rua A10, Jardins Atenas",500 m²,4,4,6,,,casas-de-condominio
