DATE,PRICE,ADDRESS,AREAS,BEDROOMS,PARKING-SPACES,BATHROOMS,CONDOMÍNIO,IPTU,TIPO
2021-08-05 16:34:17.808052-03:00,R$ 1.680.000,"Praça T 23, Setor Bueno",236 m²,3,3,6,R$ 900,R$ 1.500,apartamentos
2021-08-05 16:34:17.808486-03:00,R$ 220.000,"Avenida Independência, Setor Faiçalville",62 m²,2,1,2,R$ 350,,apartamentos
2021-08-05 16:34:17.808869-03:00,R$ 290.000,"Setor Leste Universitário, Goiânia",61 m²,2,1,2,R$ 280,,apartamentos
2021-08-05 16:34:17.809520-03:00,R$ 655.000,"Avenida T 3, Setor Bueno",102 m²,3,2,4,R$ 430,,apartamentos
2021-08-05 16:34:17.810026-03:00,R$ 1.250.000,"Alameda Ricardo Paranhos, Setor Marista",200 m²,3,3,5,,,apartamentos
2021-08-05 16:34:17.810386-03:00,R$ 268.500,"Rua K, Setor Oeste",53 m²,1,1,1,R$ 350,,apartamentos
2021-08-05 16:34:17.810801-03:00,R$ 220.000,"Avenida Ipanema, Faiçalville",74 m²,2,1,2,R$ 230,,apartamentos
2021-08-05 16:34:17.811225-03:00,R$ 1.200.000,"Rua 1128, Setor Marista",162 m²,3 - 5,1,2,,,apartamentos
2021-08-05 16:34:17.811586-03:00,R$ 370.000,"Rua T 27, Setor Bueno",71 - 98 m²,2 - 3,1 - 2,1,,,apartamentos
2021-08-05 16:34:17.811921-03:00,R$ 822.290,"Rua T 29, Setor Bueno",134 m²,3,2,3,,,apartamentos
2021-08-05 16:34:17.812304-03:00,R$ 820.000,"Setor Bueno, Goiânia",132 m²,3,2,5,R$ 550,R$ 1.230,apartamentos
2021-08-05 16:34:17.812759-03:00,R$ 300.000,"Rua 9, Setor Oeste",111 m²,3,1,2,R$ 450,R$ 390,apartamentos
2021-08-05 16:34:17.813213-03:00,R$ 788.000,"Rua 55, Jardim Goiás",140 m²,3,2,5,R$ 680,R$ 1.007,apartamentos
2021-08-05 16:34:17.813662-03:00,R$ 215.000,"Avenida Nápoli, Residencial Eldorado",63 m²,2,1,2,R$ 300,,apartamentos
2021-08-05 16:34:17.814085-03:00,R$ 295.000,"Avenida Nápoli, Residencial Eldorado",79 m²,3,2,2,R$ 450,,apartamentos
2021-08-05 16:34:17.814531-03:00,R$ 300.000,"Rua 230, Setor Leste Universitário",64 m²,2,1,2,R$ 390,,apartamentos
2021-08-05 16:34:17.814934-03:00,R$ 280.000,"Rua C238, Jardim América",119 m²,3,2,4,,,apartamentos
2021-08-05 16:34:17.815275-03:00,R$ 795.000,"Rua 135, Setor Marista",121 m²,3,2,5,R$ 550,R$ 890,apartamentos
2021-08-05 16:34:17.815716-03:00,R$ 249.000,"Avenida Pedro Paulo de Souza, Setor Goiânia 2",74 m²,3,2,2,R$ 320,R$ 350,apartamentos
2021-08-05 16:34:17.816140-03:00,R$ 720.000,"Rua 12, Jardim Goiás",113 m²,3,2,3,R$ 530,,apartamentos
2021-08-05 16:34:17.816538-03:00,R$ 242.000,"Avenida Nápoli, Residencial Eldorado",63 m²,2,2,2,,,apartamentos
2021-08-05 16:34:17.816884-03:00,R$ 150.000,"Avenida Tocantins, Setor Central",72 m²,2,,2,R$ 350,,apartamentos
2021-08-05 16:34:17.817279-03:00,R$ 310.000,"Rua C189, Jardim América",67 m²,2,1,2,R$ 447,,apartamentos
2021-08-05 16:34:17.817673-03:00,R$ 460.000,"Avenida H, Jardim Goiás",63 m²,2,1,2,,,apartamentos
2021-08-05 16:34:17.817997-03:00,R$ 220.000,"Rua Itaíra, Jardim Atlântico",62 m²,2,1,2,R$ 300,,apartamentos
2021-08-05 16:34:17.818388-03:00,R$ 360.000,"Avenida C7, Setor Sudoeste",72 m²,2,2,2,R$ 450,,apartamentos
2021-08-05 16:34:17.818797-03:00,R$ 340.000,"Rua 220, Setor Coimbra",65 m²,2,,2,R$ 400,R$ 300,apartamentos
2021-08-05 16:34:17.819231-03:00,R$ 395.000,"Avenida Nápoli, Residencial Eldorado",105 m²,3,2,3,R$ 450,,apartamentos
2021-08-05 16:34:17.819623-03:00,R$ 282.900,"Avenida Rui Barbosa, Serrinha",60 m²,2,1,2,,,apartamentos
2021-08-05 16:34:17.819955-03:00,R$ 210.000,"Avenida Anhanguera, Ipiranga",58 m²,2,1,2,R$ 239,R$ 230,apartamentos
2021-08-05 16:34:17.820388-03:00,R$ 795.000,"Rua 135, Setor Marista",121 m²,3,2,5,R$ 550,R$ 790,apartamentos
2021-08-05 16:34:17.820882-03:00,R$ 788.050,"Rua T 29, Setor Bueno",128 m²,3,2,3,,,apartamentos
2021-08-05 16:34:17.821245-03:00,R$ 693.221,"Rua 1128, Setor Marista",116 - 149 m²,3,1,1,,,apartamentos
2021-08-05 16:34:17.821585-03:00,R$ 1.746.997,"Rua 1126, Setor Marista",245 - 287 m²,4,3,4,,,apartamentos
2021-08-05 16:34:17.821905-03:00,R$ 685.000,"Rua T 55, Setor Bueno",98 m²,3,2,4,R$ 350,R$ 400,apartamentos
2021-08-05 16:34:17.822343-03:00,R$ 570.000,"Jardim Atlântico, Goiânia",118 m²,3,2,1,,,apartamentos
2021-08-05 16:34:17.822686-03:00,R$ 1.090.001,"Jardim América, Goiânia",155 m²,3,2,5,R$ 480,R$ 200,apartamentos
2021-08-05 16:34:17.823142-03:00,R$ 330.000,"Rua 230, Setor Leste Universitário",68 m²,2,1,2,R$ 290,,apartamentos
2021-08-05 16:34:17.823549-03:00,R$ 320.000,"Rua T 36, Setor Bueno",89 m²,3,1,3,R$ 500,,apartamentos
2021-08-05 16:34:17.823931-03:00,R$ 365.000,"Avenida H, Jardim Goiás",70 m²,2,1,2,R$ 625,R$ 750,apartamentos
2021-08-05 16:34:17.824340-03:00,R$ 870.000,"Praça T 23, Setor Bueno",130 m²,3,2,5,R$ 700,R$ 980,apartamentos
2021-08-05 16:34:17.824784-03:00,R$ 365.000,"Rua T 28, Setor Bueno",57 m²,2,1,1,R$ 280,R$ 600,apartamentos
2021-08-05 16:34:17.825203-03:00,R$ 298.000,"Rua 226, Setor Leste Universitário",64 m²,2,1,2,R$ 400,R$ 38,apartamentos
2021-08-05 16:34:17.825632-03:00,R$ 420.000,"Avenida Nápoli, Residencial Eldorado",105 m²,3,2,3,R$ 450,,apartamentos
2021-08-05 16:34:17.826031-03:00,R$ 350.000,"Vila Rosa, Goiânia",62 m²,2,1,2,R$ 270,R$ 400,apartamentos
2021-08-05 16:34:17.826474-03:00,R$ 310.000,"Avenida Circular, Residencial Eldorado Expansao",77 m²,3,2,2,,,apartamentos
2021-08-05 16:34:17.826832-03:00,R$ 329.000,"Rua 230, Setor Leste Universitário",67 m²,2,1,2,R$ 390,,apartamentos
2021-08-05 16:34:17.827210-03:00,R$ 250.000,"Rua Manaus, Parque Amazônia",64 m²,2,1,2,R$ 340,R$ 400,apartamentos
2021-08-05 16:34:17.827631-03:00,R$ 320.000,"Rua Manaus, Parque Amazônia",66 m²,2,2,1,R$ 450,R$ 300,apartamentos
2021-08-05 16:34:17.828079-03:00,R$ 510.000,"Rua 242, Setor Leste Universitário",105 m²,3,2,1,R$ 300,,apartamentos
2021-08-05 16:34:17.828477-03:00,R$ 320.000,"Avenida Nápoli, Residencial Eldorado",77 m²,2,2,2,R$ 508,,apartamentos
2021-08-05 16:34:17.828853-03:00,R$ 290.000,"Rua 230, Setor Leste Universitário",64 m²,2,1,2,R$ 290,,apartamentos
2021-08-05 16:34:17.829261-03:00,R$ 450.000,"Rua 261-B, Setor Leste Universitário",95 m²,3,2,3,R$ 400,R$ 30,apartamentos
2021-08-05 16:34:17.829694-03:00,R$ 155.000,"Rua 227, Setor Leste Universitário",48 m²,2,,1,R$ 150,,apartamentos
2021-08-05 16:34:17.830147-03:00,R$ 270.000,"Rua Terezina, Alto da Glória",59 m²,2,1,2,R$ 300,,apartamentos
2021-08-05 16:34:17.830635-03:00,R$ 404.000,"Rua T 55, Setor Bueno",56 m²,2,,3,,,apartamentos
2021-08-05 16:34:17.830983-03:00,R$ 947.500,"Rua T 30, Setor Bueno",160 m²,3,3,5,,,apartamentos
2021-08-05 16:34:17.831336-03:00,R$ 372.000,"Rua T 30, Setor Bueno",63 - 125 m²,2 - 3,1 - 2,2 - 4,,,apartamentos
2021-08-05 16:34:17.831701-03:00,R$ 318.000,"Avenida Ravena, Residencial Eldorado",88 m²,3,2,4,R$ 350,R$ 500,apartamentos
2021-08-05 16:34:17.832160-03:00,R$ 620.000,"Setor Marista, Goiânia",89 m²,2,2,3,R$ 300,R$ 700,apartamentos
2021-08-05 16:34:17.832720-03:00,R$ 735.000,"Avenida C 1, Jardim América",121 m²,3,2,4,R$ 450,R$ 800,apartamentos
2021-08-05 16:34:17.833167-03:00,R$ 630.000,"Rua C235, Nova Suica",108 m²,3,2,4,R$ 650,,apartamentos
2021-08-05 16:34:17.833577-03:00,R$ 620.000,"Avenida Roma, Residencial Eldorado",109 m²,3,2,4,R$ 580,R$ 1.500,apartamentos
2021-08-05 16:34:17.834083-03:00,R$ 700.000,"Rua 52, Jardim Goiás",132 m²,2,2,3,,,apartamentos
2021-08-05 16:34:17.834457-03:00,R$ 1.200.000,"Rua R 12, Setor Oeste",156 m²,3,3,5,R$ 900,R$ 1.200,apartamentos
2021-08-05 16:34:17.834895-03:00,R$ 215.600,"Rua Doutor Joaquim Taveira, Vila Rosa",56 m²,2,1,2,,,apartamentos
2021-08-05 16:34:17.835348-03:00,R$ 100.000,"Setor Leste Universitário, Goiânia",84 m²,3,2,3,R$ 460,R$ 550,apartamentos
2021-08-05 16:34:17.835787-03:00,R$ 411.000,"Rua T 37, Setor Bueno",69 m²,2,1,3,,,apartamentos
2021-08-05 16:34:17.836224-03:00,R$ 240.000,"Rua C136, Jardim América",66 m²,2,2,2,R$ 250,,apartamentos
2021-08-05 16:34:17.836686-03:00,R$ 420.000,"Rua 235, Setor Leste Universitário",85 m²,3,2,3,R$ 480,R$ 1.500,apartamentos
2021-08-05 16:34:17.837184-03:00,R$ 660.000,"Rua 58, Jardim Goiás",125 m²,3,2,4,R$ 650,R$ 1.000,apartamentos
2021-08-05 16:34:17.837625-03:00,R$ 295.000,"Avenida Nápoli, Residencial Eldorado",77 m²,3,2,2,R$ 508,,apartamentos
2021-08-05 16:34:17.838080-03:00,R$ 400.000,"Rua T 55, Setor Marista",70 m²,2,1,2,R$ 439,R$ 1.928,apartamentos
2021-08-05 16:34:17.838539-03:00,R$ 1.250.000,"Rua 1141, Setor Marista",198 m²,4,4,6,R$ 980,R$ 1.150,apartamentos
2021-08-05 16:34:17.838985-03:00,R$ 215.000,"Avenida Nápoli, Residencial Eldorado Expansao",63 m²,2,1,2,R$ 350,,apartamentos
2021-08-05 16:34:17.839377-03:00,R$ 180.000,"Avenida Ravena, Residencial Eldorado",56 m²,2,1,1,,,apartamentos
2021-08-05 16:34:17.839727-03:00,R$ 390.000,"Rua T 27, Setor Bueno",88 m²,3,3,2,R$ 550,,apartamentos
2021-08-05 16:34:17.840110-03:00,R$ 405.552,"Avenida Copacabana, Jardim Atlântico",72 m²,2,1,2,R$ 300,R$ 300,apartamentos
2021-08-05 16:34:17.840544-03:00,R$ 982.000,"Rua T 54, Setor Bueno",172 m²,3,3,5,R$ 780,R$ 1.200,apartamentos
2021-08-05 16:34:17.840958-03:00,R$ 425.000,"Rua 250, Setor Coimbra",79 m²,3,2,2,,,apartamentos
2021-08-05 16:34:17.841322-03:00,R$ 591.000,"Alameda Ricardo Paranhos, Setor Marista",84 m²,2,,3,,,apartamentos
2021-08-05 16:34:17.841656-03:00,R$ 297.000,"Rua 250, Setor Coimbra",59 m²,2,1,2,,,apartamentos
2021-08-05 16:34:17.841981-03:00,R$ 1.740.000,"Avenida H, Jardim Goiás",226 m²,4,3,6,R$ 700,R$ 200,apartamentos
2021-08-05 16:34:17.842409-03:00,R$ 1.170.191,"Setor Marista, Goiânia",158 m²,3,3,5,,,apartamentos
2021-08-05 16:34:17.842736-03:00,R$ 1.380.000,"Avenida H, Jardim Goiás",204 m²,4,3,4,R$ 900,,apartamentos
2021-08-05 16:34:17.843121-03:00,R$ 626.605,"Setor Bueno, Goiânia",95 m²,3,2,4,,,apartamentos
2021-08-05 16:34:17.843471-03:00,R$ 195.000,"Avenida Milão, Celina Park",51 m²,2,1,2,,,apartamentos
2021-08-05 16:34:17.843812-03:00,R$ 250.000,"Rua Maria Alice, Vila Rosa",52 m²,2,1,2,R$ 250,R$ 450,apartamentos
2021-08-05 16:34:17.844245-03:00,R$ 360.000,"Rua 58, Jardim Goiás",72 m²,2,1,2,R$ 400,,apartamentos
2021-08-05 16:34:17.844653-03:00,R$ 270.000,"Rua 230, Setor Leste Universitário",66 m²,2,1,2,,,apartamentos
2021-08-05 16:34:17.844986-03:00,R$ 395.000,"Avenida Nápoli, Residencial Eldorado",93 m²,3,2,3,R$ 500,,apartamentos
2021-08-05 16:34:17.845369-03:00,R$ 229.650,"Rua Abílio Alves de Castro, Vila Rosa",60 m²,2,1,2,R$ 350,R$ 250,apartamentos
2021-08-05 16:34:17.845789-03:00,R$ 2.200.000,"Rua 56, Jardim Goiás",269 m²,3,4,5,R$ 1.100,R$ 2.800,apartamentos
2021-08-05 16:34:17.846206-03:00,R$ 270.000,"Avenida Décima Primeira Avenida, Setor Leste Universitário",58 m²,2,1,2,R$ 320,R$ 65,apartamentos
2021-08-05 16:34:17.846624-03:00,R$ 239.000,"Avenida Engenheiro Correia Lima, Vila Jaraguá",57 m²,2,1,2,R$ 260,R$ 59,apartamentos
2021-08-05 16:34:17.847041-03:00,R$ 790.000,"Rua 135, Setor Marista",121 m²,3,,4,R$ 550,R$ 1.900,apartamentos
2021-08-05 16:34:17.847477-03:00,R$ 245.000,"Parque Amazônia, Goiânia",57 m²,2,1,2,R$ 280,,apartamentos
2021-08-05 16:34:17.847898-03:00,R$ 1.290.000,"Rua 15, Jardim Goiás",214 m²,4,3,6,R$ 980,R$ 2.300,apartamentos
2021-08-05 16:34:17.848314-03:00,R$ 215.000,"Avenida Nápoli, Residencial Eldorado",63 m²,2,1,2,R$ 290,,apartamentos
2021-08-05 16:34:17.848716-03:00,R$ 519.999,"Rua 70, Jardim Goiás",100 m²,3,2,4,R$ 700,,apartamentos
2021-08-05 16:34:17.849105-03:00,R$ 660.000,"Rua 58, Jardim Goiás",125 m²,4,2,4,R$ 580,R$ 1.200,apartamentos
2021-08-05 16:34:17.849535-03:00,R$ 350.000,"Rua T 36, Setor Bueno",67 m²,2,1,2,R$ 525,,apartamentos
2021-08-05 16:34:17.849937-03:00,R$ 184.500,"Vila Rosa, Goiânia",56 m²,2,1,2,R$ 250,R$ 680,apartamentos
2021-08-05 16:34:17.850358-03:00,R$ 1.028.256,"Rua 135, Setor Marista",170 - 199 m²,3 - 4,1,1,,,apartamentos
2021-08-05 16:34:17.850813-03:00,R$ 1.500.000,"Rua Amélia Artiaga Jardim, Setor Marista",265 m²,4,4,4 - 5,,,apartamentos
2021-08-05 16:34:17.851141-03:00,R$ 824.464,"Rua Amélia Artiaga Jardim, Setor Marista",116 m²,2 - 3,1 - 2,1 - 3,,,apartamentos
2021-08-05 16:34:17.851471-03:00,R$ 1.380.000,"Setor Bueno, Goiânia",192 m²,3,3,5,R$ 700,R$ 1.300,apartamentos
2021-08-05 16:34:17.851888-03:00,R$ 940.000,"Rua T 29, Setor Bueno",151 m²,3,3,5,R$ 600,R$ 1.600,apartamentos
2021-08-05 16:34:17.852308-03:00,R$ 850.000,"Avenida PL 3, Park Lozândes",117 m²,2,2,2,R$ 500,,apartamentos
2021-08-05 16:34:17.852739-03:00,R$ 970.000,"Rua 14, Jardim Goiás",160 m²,4,3,6,R$ 650,R$ 1.200,apartamentos
2021-08-05 16:34:17.853165-03:00,R$ 345.000,"Rua 6, Jardim Goiás",61 m²,2,1,2,R$ 350,R$ 400,apartamentos
2021-08-05 16:34:17.853587-03:00,R$ 320.000,"Park Lozândes, Goiânia",56 m²,1,1,2,R$ 450,R$ 33,apartamentos
2021-08-05 16:34:17.853997-03:00,R$ 250.000,"Rua 16 A, Setor Aeroporto",73 m²,3,1,3,R$ 500,,apartamentos
2021-08-05 16:34:17.854371-03:00,R$ 298.430,"Avenida T 5, Setor Bueno",60 m²,2,1,2,R$ 250,R$ 200,apartamentos
2021-08-05 16:34:17.854796-03:00,R$ 215.000,"Avenida Ravena, Residencial Eldorado",63 m²,2,1,2,,,apartamentos
2021-08-05 16:34:17.855129-03:00,R$ 510.000,"Rua 53, Jardim Goiás",92 m²,3,2,3,,,apartamentos
2021-08-05 16:34:17.855498-03:00,R$ 334.900,"São Francisco, Goiânia",78 m²,3,2,4,,,apartamentos
2021-08-05 16:34:17.855843-03:00,R$ 360.000,"Avenida T 4, Setor Bueno",60 m²,2,1,2,R$ 300,R$ 600,apartamentos
2021-08-05 16:34:17.856261-03:00,R$ 388.050,"Rua 7, Setor Oeste",69 m²,2,1,2,,,apartamentos
2021-08-05 16:34:17.856595-03:00,R$ 469.372,"Rua 261-B, Setor Leste Universitário",92 m²,3,2,3,,,apartamentos
2021-08-05 16:34:17.856953-03:00,R$ 330.000,"Rua 28 A, Setor Aeroporto",64 m²,2,1,2,R$ 250,,apartamentos
2021-08-05 16:34:17.857350-03:00,R$ 2.200.000,"Rua 56, Jardim Goiás",269 m²,3,4,5,R$ 1.100,R$ 2.800,apartamentos
2021-08-05 16:34:17.857779-03:00,R$ 340.000,"Avenida T 4, Setor Bueno",64 m²,1,1,2,R$ 350,,apartamentos
2021-08-05 16:34:17.858158-03:00,R$ 230.000,"Rua S 3, Setor Bela Vista",68 m²,2,1,2,R$ 350,R$ 1,apartamentos
2021-08-05 16:34:17.858583-03:00,R$ 670.000,"Rua 56, Jardim Goiás",128 m²,3,2,5,R$ 600,R$ 750,apartamentos
2021-08-05 16:34:17.859002-03:00,R$ 1.100.000,"Rua 135, Setor Marista",179 m²,3,3,5,R$ 700,R$ 1,apartamentos
2021-08-05 16:34:17.859443-03:00,R$ 650.000,"Avenida T 13, Setor Bueno",94 m²,3,2,4,R$ 490,,apartamentos
2021-08-05 16:34:17.859829-03:00,R$ 857.000,"Rua T 36, Setor Bueno",138 m²,3,,5,,,apartamentos
2021-08-05 16:34:17.860153-03:00,R$ 433.576,"Rua T 30, Setor Bueno",69 m²,2 - 3,1 - 2,1 - 3,,,apartamentos
2021-08-05 16:34:17.860520-03:00,R$ 305.000,"Rua 25 A, Setor Aeroporto",58 m²,2,1,2,,,apartamentos
2021-08-05 16:34:17.860878-03:00,R$ 730.000,"Jardim América, Goiânia",121 m²,3,2,5,R$ 450,R$ 800,apartamentos
2021-08-05 16:34:17.861290-03:00,R$ 467.000,"Jardim Atlântico, Goiânia",94 m²,3,2,3,R$ 380,,apartamentos
2021-08-05 16:34:17.861719-03:00,R$ 629.900,"Setor Bueno, Goiânia",103 m²,3,2,4,R$ 450,,apartamentos
2021-08-05 16:34:17.862108-03:00,R$ 650.000,"Avenida T 13, Setor Bueno",94 m²,3,2,4,R$ 490,,apartamentos
2021-08-05 16:34:17.862499-03:00,R$ 180.000,"Avenida Nápoli, Residencial Eldorado",56 m²,2,1,1,R$ 250,,apartamentos
2021-08-05 16:34:17.862878-03:00,R$ 600.000,"Rua 56, Jardim Goiás",108 m²,3,2,4,R$ 400,R$ 1.200,apartamentos
2021-08-05 16:34:17.863291-03:00,R$ 300.000,"Avenida Ravena, Residencial Eldorado",80 m²,3,2,3,,,apartamentos
2021-08-05 16:34:17.863637-03:00,R$ 890.000,"Rua 135, Setor Marista",159 m²,4,3,5,R$ 800,R$ 800,apartamentos
2021-08-05 16:34:17.864052-03:00,R$ 300.000,"Rua 230, Setor Leste Universitário",64 m²,2,1,2,R$ 280,R$ 28,apartamentos
2021-08-05 16:34:17.864515-03:00,R$ 220.000,"Rua José Salustiano, Vila Rosa",57 m²,2,1,2,,,apartamentos
2021-08-05 16:34:17.864863-03:00,R$ 185.000,"Rua Penido Burnier, Parque Industrial Paulista",62 m²,2,1,1,R$ 350,,apartamentos
2021-08-05 16:34:17.865256-03:00,R$ 490.000,"Rua Salvador, Parque Amazônia",85 m²,3,2,3,R$ 450,R$ 700,apartamentos
2021-08-05 16:34:17.865728-03:00,R$ 190.000,"Rua Ipiranga, Parque Industrial Paulista",61 m²,2,1,2,,,apartamentos
2021-08-05 16:34:17.866064-03:00,R$ 377.000,"Rua 7, Setor Oeste",107 m²,3,2,5,R$ 700,,apartamentos
2021-08-05 16:34:17.866489-03:00,R$ 48.900,"Avenida PL 2, Park Lozândes",105 m²,3,2,3,,,apartamentos
2021-08-05 16:34:17.866838-03:00,R$ 799.000,"Avenida PL 3, Park Lozândes",139 m²,3,2,4,R$ 350,R$ 350,apartamentos
2021-08-05 16:34:17.867269-03:00,R$ 105.000,"Alameda Inan, Parque das Laranjeiras",55 m²,2,1,1,R$ 270,R$ 420,apartamentos
2021-08-05 16:34:17.867720-03:00,R$ 840.000,"Rua 46, Jardim Goiás",120 m²,3,2,4,R$ 580,R$ 800,apartamentos
2021-08-05 16:34:17.868164-03:00,R$ 347.264,"Rua E1, Vila Lucy",76 m²,3,2,2,,,apartamentos
2021-08-05 16:34:17.868522-03:00,R$ 689.430,"Avenida T 3, Setor Bueno",102 m²,3,2,4,R$ 450,,apartamentos
2021-08-05 16:34:17.868906-03:00,R$ 630.000,"Rua C237, Jardim América",98 m²,3,2,4,R$ 450,,apartamentos
2021-08-05 16:34:17.869293-03:00,R$ 411.000,"Rua 25 A, Setor Aeroporto",79 m²,3,2,2,,,apartamentos
2021-08-05 16:34:17.869710-03:00,R$ 562.099,"Rua 28 A, Setor Aeroporto",86 m²,2 - 3,1 - 2,1 - 3,,,apartamentos
2021-08-05 16:34:17.870047-03:00,R$ 307.500,"Rua 12 A, Setor Aeroporto",60 - 80 m²,2 - 3,1,1 - 2,,,apartamentos
2021-08-05 16:34:17.870393-03:00,R$ 950.000,"Rua 24, Setor Marista",122 m²,3,2,5,R$ 560,R$ 1.525,apartamentos
2021-08-05 16:34:17.870847-03:00,R$ 460.000,"Avenida Copacabana, Jardim Atlântico",93 m²,3,2,3,,,apartamentos
2021-08-05 16:34:17.871264-03:00,R$ 180.000,"Goiania 2, Goiânia",58 m²,2,1,2,R$ 350,R$ 450,apartamentos
2021-08-05 16:34:17.871935-03:00,R$ 1.298.000,"Rua 135, Setor Marista",214 m²,4,3,6,R$ 830,R$ 1.600,apartamentos
2021-08-05 16:34:17.872501-03:00,R$ 1.150.000,"Rua 46, Jardim Goiás",170 m²,3,3,5,R$ 600,R$ 1.200,apartamentos
2021-08-05 16:34:17.872980-03:00,R$ 185.000,"Vila Monticelli, Goiânia",60 m²,2,1,1,R$ 180,R$ 370,apartamentos
2021-08-05 16:34:17.873557-03:00,R$ 740.000,"Rua T 34, Setor Bueno",122 m²,3,2,5,R$ 550,R$ 800,apartamentos
2021-08-05 16:34:17.874029-03:00,R$ 429.000,"Setor Bueno, Goiânia",85 m²,3,2,3,R$ 450,,apartamentos
2021-08-05 16:34:17.874488-03:00,R$ 1.650.000,"Rua 56, Jardim Goiás",266 m²,5,5,6,R$ 980,R$ 1.200,apartamentos
2021-08-05 16:34:17.874925-03:00,R$ 326.159,"Rua 1033, Setor Pedro Ludovico",65 m²,2,2,2,R$ 300,R$ 320,apartamentos
2021-08-05 16:34:17.875375-03:00,R$ 1.400.000,"Rua 1141, Setor Marista",221 m²,4,3,6,R$ 1.000,R$ 1.100,apartamentos
2021-08-05 16:34:17.875820-03:00,R$ 273.625,"Avenida Goiás, Setor Urias Magalhães",58 m²,2,1,2,R$ 250,R$ 600,apartamentos
2021-08-05 16:34:17.876505-03:00,R$ 250.000,"Rua T 64 A, Setor Bela Vista",68 m²,2,1,2,R$ 500,,apartamentos
2021-08-05 16:34:17.877023-03:00,R$ 270.000,"Rua Montes Claros, Parque Amazônia",64 m²,2,1,2,R$ 350,,apartamentos
2021-08-05 16:34:17.877459-03:00,R$ 235.000,"Rua Gladiolo, Parque Oeste Industrial",54 m²,2,1,2,R$ 220,,apartamentos
2021-08-05 16:34:17.877892-03:00,R$ 493.958,"Rua 261-B, Setor Leste Universitário",69 m²,2,1,2,,,apartamentos
2021-08-05 16:34:17.878272-03:00,R$ 130.000,"Rua C 73, Cidade Jardim",53 m²,2,1,2,R$ 190,R$ 500,apartamentos
2021-08-05 16:34:17.878736-03:00,R$ 1.268.000,"Rua 1141, Setor Marista",177 m²,3,3,5,R$ 900,R$ 950,apartamentos
2021-08-05 16:34:17.879191-03:00,R$ 329.900,"Setor Bela Vista, Goiânia",79 m²,3,2,3,,,apartamentos
2021-08-05 16:34:17.879549-03:00,R$ 730.000,"Alto da Glória, Goiânia",123 m²,3,2,5,R$ 790,,apartamentos
2021-08-05 16:34:17.879964-03:00,R$ 700.000,"Rua 7, Setor Oeste",127 m²,3,2,4,R$ 700,R$ 750,apartamentos
2021-08-05 16:34:17.880416-03:00,Sob consulta,"Rua 1141, Setor Marista",77 m²,1 - 3,1,3,,,apartamentos
2021-08-05 16:34:17.880755-03:00,R$ 567.810,"Rua T 30, Vila Americano do Brasil",103 - 136 m²,3,2,3,,,apartamentos
2021-08-05 16:34:17.881106-03:00,R$ 810.000,"Rua 1124, Setor Marista",125 m²,3,2,4,,,apartamentos
2021-08-05 16:34:17.881452-03:00,R$ 3.270.000,"Alameda Coronel Eugênio Jardim, Setor Marista",327 m²,4,4,6,R$ 2.200,R$ 4.500,apartamentos
2021-08-05 16:34:17.881934-03:00,R$ 210.000,"Avenida Santa Maria, Parque Santa Rita",55 m²,2,1,2,R$ 230,R$ 600,apartamentos
2021-08-05 16:34:17.882371-03:00,R$ 1.300.000,"Setor Marista, Goiânia",185 m²,3,3,3,R$ 1.100,,apartamentos
2021-08-05 16:34:17.882785-03:00,R$ 750.000,"Rua 7, Setor Oeste",125 m²,3,2,5,R$ 550,R$ 800,apartamentos
2021-08-05 16:34:17.883446-03:00,R$ 349.000,"Rua 1040, Setor Pedro Ludovico",70 m²,2,2,3,,,apartamentos
2021-08-05 16:34:17.883885-03:00,R$ 1.150.001,"Rua 135, Setor Marista",179 m²,3,2,4,R$ 700,,apartamentos
2021-08-05 16:34:17.884333-03:00,R$ 730.000,"Rua 58, Jardim Goiás",125 m²,3,2,5,R$ 588,R$ 133,apartamentos
2021-08-05 16:34:17.884812-03:00,R$ 556.000,"Rua S 4, Setor Bela Vista",94 m²,3,2,3,R$ 350,,apartamentos
2021-08-05 16:34:17.885220-03:00,R$ 1.100.000,"Rua 135, Setor Marista",179 m²,3,3,5,R$ 700,R$ 1,apartamentos
2021-08-05 16:34:17.885657-03:00,R$ 15.000,"Rua S 5, Setor Bela Vista",79 m²,3,1,2,,,apartamentos
2021-08-05 16:34:17.886000-03:00,R$ 250.000,"Rua da Charita, Jardim Atlântico",58 m²,2,1,2,,,apartamentos
2021-08-05 16:34:17.886347-03:00,R$ 532.395,"Avenida Veneza, Jardim Europa",97 m²,3,2,4,,,apartamentos
2021-08-05 16:34:17.886709-03:00,R$ 1.140.000,"Rua 1141, Setor Marista",177 m²,3,3,5,R$ 700,R$ 1.500,apartamentos
2021-08-05 16:34:17.887179-03:00,R$ 260.000,"Parque Amazônia, Goiânia",57 m²,2,1,2,R$ 250,R$ 400,apartamentos
2021-08-05 16:34:17.887618-03:00,R$ 180.000,"Rua S 6, Setor Bela Vista",51 m²,2,1,1,R$ 320,,apartamentos
2021-08-05 16:34:17.888033-03:00,R$ 260.000,"Avenida Milão, Residencial Eldorado",76 m²,3,2,3,R$ 400,,apartamentos
2021-08-05 16:34:17.888635-03:00,R$ 485.000,"Rua 54, Jardim Goiás",74 m²,2,2,2,R$ 450,R$ 1.500,apartamentos
